parliament,member,birthPlace,coordinates,start,end,party
37,"Roundell Palmer, 3rd Earl of Selborne",London,(-0.1275 51.507222222),1935,1940,Conservative Party
36,Oliver Stanley,London,(-0.1275 51.507222222),1931,1935,Conservative Party
37,James Grigg,Exmouth,(-3.413 50.62),1942,1945,Conservative Party
38,Alfred Barnes,Plaistow,(0.0245 51.5243),1945,1950,Labour Co-operative
37,John Wardlaw-Milne,Elgin,(-3.315277777 57.646388888),1935,1945,Conservative Party
34,"Philip Cunliffe-Lister, 1st Earl of Swinton",East Ayton,(-0.4744 54.2546),1924,1929,Conservative Party
38,"Peter Thorneycroft, Baron Thorneycroft",Dunston,(-2.109 52.76),1945,1950,Conservative Party
37,"Florence Horsbrugh, Baroness Horsbrugh",Edinburgh,(-3.189166666 55.953333333),1935,1945,Conservative Party
38,"Derick Heathcoat-Amory, 1st Viscount Amory",London,(-0.1275 51.507222222),1945,1950,Conservative Party
38,"David Maxwell Fyfe, 1st Earl of Kilmuir",Edinburgh,(-3.189166666 55.953333333),1945,1950,Conservative Party
34,"Rennell Rodd, 1st Baron Rennell",London,(-0.1275 51.507222222),1928,1929,Conservative Party
38,Roderic Bowen,Cardigan,(-4.657919444 52.084169444),1945,1950,Liberal Party
37,Alec Cunningham-Reid,Wayland,(0.89 52.53),1935,1945,Conservative Party
34,John Wheatley,Bunmahon,(-7.366666666 52.133333333),1924,1929,Labour Party
38,"A. V. Alexander, 1st Earl Alexander of Hillsborough",Weston-super-Mare,(-2.976944444 51.346111111),1945,1950,Labour Party
37,"Robert Boothby, Baron Boothby",Edinburgh,(-3.189166666 55.953333333),1935,1945,Conservative Party
34,Walter Morden,Prince Edward County,(-77.25 44.0),1924,1929,Conservative Party
38,Bessie Braddock,Liverpool,(-2.991666666 53.407222222),1945,1950,Labour Party
37,Hector McNeil,Garelochhead,(-4.83 56.081),1941,1945,Labour Party
35,Ben Tillett,Bristol,(-2.5975 51.453611111),1929,1931,Labour Party
38,Leah Manning,Droitwich Spa,(-2.153 52.267),1945,1950,Labour Party
34,Tom Shaw,Colne,(-2.1756 53.8554),1924,1929,Labour Party
38,James Chuter Ede,Epsom,(-0.2675 51.336111111),1945,1950,Labour Party
37,Denis Pritt,Middlesex,(-0.416666666 51.5),1935,1940,Labour Party
37,"William Jowitt, 1st Earl Jowitt",Stevenage,(-0.201944444 51.901666666),1939,1945,Labour Party
34,"Joseph Kenworthy, 10th Baron Strabolgi",Royal Leamington Spa,(-1.535833333 52.291944444),1924,1926,Labour Party
38,Joseph Mallalieu,Delph,(-2.02341 53.5688),1945,1950,Labour Party
34,Joseph Sullivan,Cambuslang,(-4.16 55.81),1926,1929,Labour Party
38,Joseph Westwood,Stourbridge,(-2.148 52.458),1945,1948,Labour Party
34,Hastings Lees-Smith,British Raj,(88.337777777 22.541111111),1924,1929,Labour Party
34,Shapurji Saklatvala,Mumbai,(72.8775 19.075833333),1924,1929,Communist Party of Great Britain
34,"David Davies, 1st Baron Davies",Llandinam,(-3.435645 52.484612),1924,1929,Liberal Party
34,Samuel Hill-Wood,Glossop,(-1.9489 53.4435),1924,1929,Conservative Party
37,Leslie Boyce,Taree,(152.4511111 -31.915),1935,1945,Conservative Party
34,Lewis Lougher,Llandaff,(-3.213333333 51.493333333),1924,1929,Conservative Party
37,Dingle Foot,Plymouth,(-4.142222222 50.371388888),1935,1945,Labour Party
37,"Lewis Silkin, 1st Baron Silkin",London,(-0.1275 51.507222222),1936,1945,Labour Party
38,Hilary Marquand,Cardiff,(-3.179166666 51.481666666),1945,1950,Labour Party
34,"Katharine Stewart-Murray, Duchess of Atholl",Edinburgh,(-3.189166666 55.953333333),1924,1929,Unionist Party
37,William Beveridge,Rangpur,(89.244444444 25.75),1944,1945,Liberal Party
35,"Herbert Samuel, 1st Viscount Samuel",Liverpool,(-2.991666666 53.407222222),1929,1931,Liberal Party
34,"Roger Lumley, 11th Earl of Scarbrough",Northumberland,(-2.0 55.166666666),1924,1929,Conservative Party
37,Ronald Bell,Cardiff,(-3.179166666 51.481666666),1945,1945,Conservative Party
37,Ronald Cartland,Birmingham,(-1.9025 52.48),1935,1940,Conservative Party
37,Ronald Tree,Eastbourne,(0.286111111 50.766388888),1935,1945,Conservative Party
37,Rupert Brabner,Loughton,(0.0735 51.6494),1939,1945,Conservative Party
34,Samuel Chapman,Glasgow,(-4.25 55.861111111),1924,1929,Conservative Party
37,Samuel Savery,Oxford,(-1.257777777 51.751944444),1935,1938,Conservative Party
37,"Sir Sidney Herbert, 1st Baronet",Newport,(-71.312622 41.488002),1935,1939,Conservative Party
37,Simon Wingfield Digby,Sherborne,(-2.5183 50.9491),1941,1945,Conservative Party
37,"Sir Alfred Beit, 2nd Baronet",London,(-0.1275 51.507222222),1935,1945,Conservative Party
38,"Sir Anthony Nutting, 3rd Baronet",Shrewsbury,(-2.754444444 52.708055555),1945,1950,Conservative Party
38,"Sir Christopher Peto, 3rd Baronet",Chertsey,(-0.5074 51.3902),1945,1950,Conservative Party
37,"Sir Edward Ruggles-Brise, 1st Baronet",Westminster,(-0.1333 51.4995),1935,1942,Conservative Party
37,"Sir Eric Errington, 1st Baronet",Glasgow,(-4.25 55.861111111),1935,1945,Conservative Party
34,"Sir Frederick Thomson, 1st Baronet",Edinburgh,(-3.189166666 55.953333333),1924,1929,Conservative Party
38,"Sir Henry Willink, 1st Baronet",Liverpool,(-2.991666666 53.407222222),1945,1948,Conservative Party
38,"Sir James Henderson-Stewart, 1st Baronet",Crieff,(-3.843055555 56.373611111),1945,1950,Conservative Party
37,Noel Goldie,Liverpool,(-2.991666666 53.407222222),1935,1945,Conservative Party
37,Noel Skelton,Hermitage of Braid,(-3.2009 55.9199),1935,1935,Conservative Party
37,Oliver Locker-Lampson,London,(-0.1275 51.507222222),1935,1945,Conservative Party
38,"Oliver Poole, 1st Baron Poole",Marylebone,(-0.147 51.5177),1945,1950,Conservative Party
37,Oliver Simmonds,King's Lynn,(0.3976 52.7543),1935,1945,Conservative Party
37,Oswald Lewis,Hampstead,(-0.1744 51.5541),1935,1945,Conservative Party
34,Otho Nicholson,Marylebone,(-0.147 51.5177),1924,1929,Conservative Party
38,Otho Prior-Palmer,Dublin,(-6.260277777 53.349722222),1945,1950,Conservative Party
34,Patrick Bernard Malone,Exeter,(-3.526944444 50.725555555),1924,1929,Conservative Party
38,"Peter Bennett, 1st Baron Bennett of Edgbaston",Birmingham,(-1.9025 52.48),1945,1950,Conservative Party
37,Peter Eckersley,Lowton,(-2.5698 53.4712),1935,1940,Conservative Party
34,Peter Macdonald,Gillis Lake,(-60.4468 46.058),1924,1929,Conservative Party
37,Herbert Morrison,London,(-0.1275 51.507222222),1935,1945,Labour Party
38,"Antony Head, 1st Viscount Head",London,(-0.1275 51.507222222),1945,1950,Conservative Party
37,"Roger Keyes, 1st Baron Keyes",Punjab,(75.466666666 30.766666666),1935,1943,Conservative Party
34,"Francis Curzon, 5th Earl Howe",Mayfair,(-0.147222222 51.510277777),1924,1929,Conservative Party
35,"Gwilym Lloyd George, 1st Viscount Tenby",Criccieth,(-4.236261111 52.916969444),1929,1931,Conservative Party
37,"William Sidney, 1st Viscount De L'Isle",Chelsea,(-0.1684 51.4875),1944,1945,Conservative Party
37,"Henry Brooke, Baron Brooke of Cumnor",Oxford,(-1.257777777 51.751944444),1938,1945,Conservative Party
38,"Edith Summerskill, Baroness Summerskill",London,(-0.1275 51.507222222),1945,1950,Labour Party
37,"William Wedgwood Benn, 1st Viscount Stansgate",London Borough of Hackney,(-0.0575 51.544722222),1937,1942,Labour Party
34,"Gerald Strickland, 1st Baron Strickland",Valletta,(14.5125 35.897777777),1924,1928,Conservative Party
34,Alfred Knox,Ulster,(-6.744555555 54.740722222),1924,1929,Conservative Party
34,"William Cope, 1st Baron Cope",Roath,(-3.160555555 51.491111111),1924,1929,Conservative Party
38,William Darling,Carlisle,(-2.936388888 54.894722222),1945,1950,Conservative Party
34,"William Davison, 1st Baron Broughshane",Broughshane,(-6.20611 54.8936),1924,1929,Conservative Party
34,William Foot Mitchell,London,(-0.1275 51.507222222),1924,1929,Conservative Party
37,W. G. Howard Gritten,Westminster,(-0.1333 51.4995),1935,1943,Conservative Party
36,William Henry Flanagan,Manchester,(-2.233333333 53.466666666),1931,1935,Conservative Party
34,William Lane-Mitchell,Garioch,(-2.377 57.284),1924,1929,Conservative Party
34,Lindsay Everard,Knighton,(-1.116 52.606),1924,1929,Conservative Party
37,William Milbourne James,Hartley Wintney,(-0.9054 51.3043),1943,1945,Conservative Party
34,"William Mitchell-Thomson, 1st Baron Selsdon",Edinburgh,(-3.189166666 55.953333333),1924,1929,Conservative Party
36,"William Ward, 3rd Earl of Dudley",Paris,(2.352222222 48.856666666),1931,1932,Conservative Party
38,S. O. Davies,Abercwmboi,(-3.4125 51.6897),1945,1950,Labour Party
35,Samuel Perry,Stockport,(-2.149444444 53.408333333),1929,1931,Labour Party
37,Samuel Rosbotham,Bickerstaffe,(-2.838 53.534),1935,1939,Labour Party
38,"Samuel Segal, Baron Segal",Oxford,(-1.257777777 51.751944444),1945,1950,Labour Party
38,Scholefield Allen,Birkenhead,(-3.016666666 53.383333333),1945,1950,Labour Party
37,Seymour Cocks,Darlington,(-1.557222222 54.522777777),1935,1945,Labour Party
38,"Michael Stewart, Baron Stewart of Fulham",Bromley,(0.018305555 51.406444444),1945,1950,Labour Party
38,Jim Griffiths,Betws,(-3.982 51.787),1945,1950,Labour Party
38,"George Thomas, 1st Viscount Tonypandy",Port Talbot,(-3.81 51.58),1945,1950,Labour Party
38,"Alfred Robens, Baron Robens of Woldingham",Manchester,(-2.233333333 53.466666666),1945,1950,Labour Party
37,Morgan Philips Price,Gloucester,(-2.245833333 51.865277777),1935,1945,Labour Party
38,Muriel Nichol,Wilmslow,(-2.239 53.325),1945,1950,Labour Party
34,Patrick Hastings,London,(-0.1275 51.507222222),1924,1926,Labour Party
37,Seaborne Davies,Pwllheli,(-4.416666666 52.883333333),1945,1945,Liberal Party
37,Terence O'Connor,Bridgnorth,(-2.4195 52.535),1935,1940,Conservative Party
37,"James Reid, Baron Reid",Drem,(-2.78735 56.0059),1937,1945,Conservative Party
34,Kingsley Wood,London,(-0.1275 51.507222222),1924,1929,Conservative Party
37,"William Astor, 3rd Viscount Astor",Cliveden,(-0.688333333 51.558333333),1935,1945,Conservative Party
36,"Edward Cavendish, 10th Duke of Devonshire",St George in the East,(-0.0626 51.5078),1931,1935,Conservative Party
36,"Michael Knatchbull, 5th Baron Brabourne",London,(-0.1275 51.507222222),1931,1933,Conservative Party
37,Edward Spears,Paris,(2.352222222 48.856666666),1935,1945,Conservative Party
37,"Oliver Lyttelton, 1st Viscount Chandos",Mayfair,(-0.147222222 51.510277777),1940,1945,Conservative Party
34,"William Ormsby-Gore, 4th Baron Harlech",London,(-0.1275 51.507222222),1924,1929,Conservative Party
35,Charles Howard-Bury,Charleville Castle,(-7.5279 53.2604),1929,1931,Conservative Party
38,Douglas Dodds-Parker,Oxford,(-1.257777777 51.751944444),1945,1950,Conservative Party
36,"Arthur Hope, 2nd Baron Rankeillour",Marylebone,(-0.147 51.5177),1931,1935,Conservative Party
34,Frederick Sykes,Croydon,(-0.1099 51.3727),1924,1928,Conservative Party
37,William Cove,Pontypridd,(-3.33682 51.59672),1935,1945,Labour Party
37,William Dobbie,Maybole,(-4.68149 55.3545),1935,1945,Labour Party
34,William Mackinder,Kingston upon Hull,(-0.3325 53.744444444),1924,1929,Labour Party
38,William Mainwaring,Fforestfach,(-3.9823 51.6451),1945,1950,Labour Party
38,William Warbey,Metropolitan Borough of Hackney,(-0.0564 51.5451),1945,1950,Labour Party
34,"David Lindsay, 28th Earl of Crawford",Edinburgh,(-3.189166666 55.953333333),1924,1929,Conservative Party
34,Douglas King,London,(-0.1275 51.507222222),1924,1929,Conservative Party
36,Dudley Joel,London,(-0.1275 51.507222222),1931,1935,Conservative Party
38,Edward Carson,Mayfair,(-0.147222222 51.510277777),1945,1950,Conservative Party
38,"George Brown, Baron George-Brown",Lambeth,(-0.1193 51.4903),1945,1950,Labour Party
35,"Christopher Addison, 1st Viscount Addison",Lincolnshire,(-0.2 53.1),1929,1931,Labour Party
38,Percy Collick,Guildford,(-0.5746 51.2354),1945,1950,Labour Party
35,Peter Freeman,London,(-0.1275 51.507222222),1929,1931,Labour Party
37,Eleanor Rathbone,London,(-0.1275 51.507222222),1935,1945,independent politician
38,Phil Piratin,London,(-0.1275 51.507222222),1945,1950,Communist Party of Great Britain
37,W. J. Gruffydd,Bethel,(-4.2099 53.164488888),1943,1945,Liberal Party
36,"William Mabane, 1st Baron Mabane",Leeds,(-1.543611111 53.7975),1931,1935,Liberal Party
36,William McKeag,County Durham,(-1.833333333 54.666666666),1931,1935,Liberal Party
34,William Nathaniel Jones,Llandybie,(-4.001 51.82),1928,1929,Liberal Party
35,"Henry Betterton, 1st Baron Rushcliffe",Woodville,(-1.533 52.769),1929,1931,Conservative Party
37,Henry Channon,Chicago,(-87.65005 41.85003),1935,1945,Conservative Party
35,"Henry Mond, 2nd Baron Melchett",London,(-0.1275 51.507222222),1929,1930,Conservative Party
35,"Henry Page Croft, 1st Baron Croft",Fanhams Hall,(-0.0113889 51.8225),1929,1931,Conservative Party
34,"Edward Grigg, 1st Baron Altrincham",Chennai,(80.275 13.0825),1924,1925,Conservative Party
34,"Edward Iliffe, 1st Baron Iliffe",Coventry,(-1.516666666 52.416666666),1924,1929,Conservative Party
34,Murdoch Macdonald,Inverness,(-4.225833333 57.483888888),1924,1929,Liberal Party
37,Owen Evans,Penbryn,(-4.49436 52.1399),1935,1945,Liberal Party
37,"Henry Strauss, 1st Baron Conesford",Kensington,(-0.1909 51.5004),1935,1945,Conservative Party
36,"Henry Thynne, 6th Marquess of Bath",Longleat,(-2.27435 51.18568),1931,1935,Conservative Party
38,Hugh Fraser,Westminster,(-0.1333 51.4995),1945,1950,Conservative Party
36,Ida Copeland,Florence,(11.254166666 43.771388888),1931,1935,Conservative Party
37,"Irene Ward, Baroness Ward",London,(-0.1275 51.507222222),1935,1945,Conservative Party
38,"Stephen Taylor, Baron Taylor",High Wycombe,(-0.751666666 51.621666666),1945,1950,Labour Party
35,Noel Noel-Buxton,London,(-0.1275 51.507222222),1929,1930,Labour Party
38,"Victor Collins, Baron Stonham",Whitechapel District,,1945,1950,Labour Party
38,Geoffrey de Freitas,Grenada,(-61.666667 12.116667),1945,1950,Labour Party
37,Arthur Jenkins,Varteg,(-3.06605 51.7479),1935,1945,Labour Party
38,Barbara Castle,Chesterfield,(-1.4275 53.235833333),1945,1950,Labour Party
37,"Josiah Wedgwood, Baron Wedgwood",Barlaston,(-2.1583 52.9457),1935,1942,Labour Party
38,"Donald Bruce, Baron Bruce of Donington",Norbury,(-0.1083 51.4092),1945,1950,Labour Party
37,"Tom Williams, Baron Williams of Barnburgh",Bolsover,(-1.26 53.25),1935,1945,Labour Party
34,Drummond Shiels,Edinburgh,(-3.189166666 55.953333333),1924,1929,Labour Party
37,"Edgar Granville, Baron Granville of Eye",Reading,(-0.973055555 51.454166666),1935,1945,Labour Party
35,Edith Picton-Turbervill,Fownhope,(-2.616666666 52.008055555),1929,1931,Labour Party
38,Edward Arthur Hardy,Nottingham,(-1.149166666 52.955),1945,1950,Labour Party
38,"David Rees-Williams, 1st Baron Ogmore",Bridgend,(-3.5784 51.5072),1945,1950,Labour Party
36,David Watts Morgan,Skewen,(-3.8399 51.6609),1931,1933,Labour Party
38,David Weitzman,Blackburn,(-2.4769 53.7449),1945,1950,Labour Party
37,David Williams,Swansea,(-3.95 51.616666666),1935,1940,Labour Party
34,William Wiggins,Burnham-on-Sea,(-2.998888888 51.237777777),1925,1929,Liberal Party
35,Derwent Hall Caine,Keswick,(-3.1293 54.5999),1929,1931,Labour Party
35,"George Lambert, 1st Viscount Lambert",South Tawton,(-3.9 50.73),1929,1931,Liberal Party
35,Edwin Scrymgeour,Dundee,(-2.97 56.460555555),1929,1931,Scottish Prohibition Party
38,"Hervey Rhodes, Baron Rhodes",Saddleworth,(-2.0 53.55),1945,1950,Labour Party
34,William Graham,Peebles,(-3.188888888 55.651944444),1924,1929,Labour Party
37,Hubert Beaumont,Birmingham,(-1.9025 52.48),1939,1945,Labour Party
38,Humphrey Attewell,Northampton,(-0.9 52.233333333),1945,1950,Labour Party
38,Hyacinth Morgan,St. George's,(-61.741666666 12.044444444),1945,1950,Labour Party
38,Ian Mikardo,Portsmouth,(-1.087222222 50.805833333),1945,1950,Labour Party
36,David Marshall Mason,Campsie,(-4.203277016 55.98295783),1931,1935,Liberal Party
37,Don Bennett,Toowoomba,(151.95 -27.55),1945,1945,Liberal Party
36,Donald Maclean,Farnworth,(-2.3999 53.5452),1931,1932,Liberal Party
34,Edward Harney,Dublin,(-6.260277777 53.349722222),1924,1929,Liberal Party
37,Cyril Lloyd,Moseley,(-1.88814 52.4467),1941,1945,Conservative Party
34,Henry Haydn Jones,Ruthin,(-3.310555555 53.114444444),1924,1929,Liberal Party
34,John Hugh Edwards,Aberystwyth,(-4.066666666 52.416666666),1924,1929,Liberal Party
35,"Ian Macpherson, 1st Baron Strathcarron",Scotland,(-5.0 57.0),1929,1931,Liberal Party
35,Isaac Foot,Plymouth,(-4.142222222 50.371388888),1929,1931,Liberal Party
38,Douglas Lloyd Savory,Palgrave,(1.107561111 52.362980555),1945,1950,Ulster Unionist Party
38,Andrew Rae Duncan,Irvine,(-4.661111111 55.619444444),1945,1950,Conservative Party
37,Angus Hambro,Bromley,(0.018305555 51.406444444),1937,1945,Conservative Party
35,Annesley Somerville,Ballincollig,(-8.587275 51.888306),1929,1931,Conservative Party
38,Archer Baldwin,Rugby,(-84.700278 36.361111),1945,1950,Conservative Party
37,Archibald James,Paddington,(-0.173 51.5172),1935,1945,Conservative Party
37,Arnold Wilson,Bristol,(-2.5975 51.453611111),1935,1940,Conservative Party
37,Arthur Colegate,Walworth,(-0.0905 51.4898),1941,1945,Conservative Party
34,Arthur Holland,British Empire,(-0.1275 51.507222),1924,1927,Conservative Party
34,"Arthur Samuel, 1st Baron Mancroft",Norwich,(1.292777777 52.628611111),1924,1929,Conservative Party
36,"Arthur Shirley Benn, 1st Baron Glenravel",Cork,(-8.473055555 51.9),1931,1935,Conservative Party
34,Assheton Pownall,Warwick,(-1.59 52.28),1924,1929,Conservative Party
37,Bartle Brennen Bull,Toronto,(-79.386666666 43.670277777),1935,1945,Conservative Party
34,Basil Peto,Westminster,(-0.1333 51.4995),1924,1929,Conservative Party
37,Beatrice Wright,New Haven,(-72.925 41.308333333),1941,1945,Conservative Party
36,"Hilton Young, 1st Baron Kennet",London,(-0.1275 51.507222222),1931,1935,Conservative Party
34,"Robert Hudson, 1st Viscount Hudson",London,(-0.1275 51.507222222),1924,1929,Conservative Party
34,Robert Bourne,London,(-0.083333333 51.483333333),1924,1929,Conservative Party
37,"Sir Robert Cary, 1st Baronet",London,(-0.1275 51.507222222),1935,1945,Conservative Party
35,Jack Cohen,Toxteth,(-2.9713 53.3894),1929,1931,Conservative Party
38,"Ian Fraser, Baron Fraser of Lonsdale",Eastbourne,(0.286111111 50.766388888),1945,1950,Conservative Party
34,"Sir George Hamilton, 1st Baronet",Northumberland,(-2.0 55.166666666),1928,1929,Conservative Party
37,Henry Hunloke,Marylebone,(-0.147 51.5177),1938,1944,Conservative Party
38,Harry Legge-Bourke,Windsor,(-0.6 51.483333333),1945,1950,Conservative Party
38,"Hugh Molson, Baron Molson",Chelmsford,(0.4798 51.7361),1945,1950,Conservative Party
38,James Pitman,Kensington,(-0.1909 51.5004),1945,1950,Conservative Party
37,Percy Royds,Rochdale,(-2.161 53.6136),1937,1945,Conservative Party
34,Samuel Samuel,Baghdad,(44.366111111 33.315277777),1924,1929,Conservative Party
36,Hamer Field Russell,Kingston upon Hull,(-0.3325 53.744444444),1931,1935,Conservative Party
36,"Patrick Spens, 1st Baron Spens",Glasgow,(-4.25 55.861111111),1933,1935,Conservative Party
34,Francis Blundell,Little Crosby,(-3.0239 53.5058),1924,1929,Conservative Party
37,Frank Markham,Stony Stratford,(-0.8526 52.0567),1935,1945,Conservative Party
34,Frederick Alexander Macquisten,Inverclyde,(-4.75 55.9),1924,1929,Conservative Party
37,Edward Kellett,Ireland,(-7.921 53.351),1939,1943,Conservative Party
37,Edward Percy Smith,Wandsworth,(-0.192 51.455),1943,1945,Conservative Party
36,"Edward Stanley, Lord Stanley",Marylebone,(-0.147 51.5177),1931,1935,Conservative Party
34,Ellis Ashmead-Bartlett,London,(-0.1275 51.507222222),1924,1926,Conservative Party
38,Ernest Marples,Levenshulme,(-2.187 53.447),1945,1950,Conservative Party
34,"Esmond Harmsworth, 2nd Viscount Rothermere",Hampstead,(-0.1744 51.5541),1924,1929,Conservative Party
34,"Evelyn Cecil, 1st Baron Rockley",Mayfair,(-0.147222222 51.510277777),1924,1929,Conservative Party
37,Henry Peirson Harland,Uxbridge,(-0.4778 51.5404),1940,1945,Ulster Unionist Party
37,"Herbert Dixon, 1st Baron Glentoran",Belfast,(-5.93 54.596388888),1935,1939,Ulster Unionist Party
37,"Sir Henry Studholme, 1st Baronet",Exeter,(-3.526944444 50.725555555),1942,1945,Conservative Party
34,"Sir James Horlick, 4th Baronet",Brooklyn,(-73.94972 40.65083),1924,1929,Conservative Party
35,Hugh Hartley Lawrie,Rochdale,(-2.161 53.6136),1929,1931,National Labour Organisation
37,Edward Keeling,Bradford,(-1.751 53.794),1935,1945,Conservative Party
38,Arthur Allen,Wellingborough,(-0.6964 52.294),1945,1950,Labour Party
38,Arthur Bottomley,London,(-0.1275 51.507222222),1945,1950,Labour Party
38,"Arthur Champion, Baron Champion",Glastonbury,(-2.7175 51.1475),1945,1950,Labour Party
37,Arthur Creech Jones,Bristol,(-2.5975 51.453611111),1935,1945,Labour Party
35,Arthur Hayday,London,(-0.1275 51.507222222),1929,1931,Labour Party
38,Arthur Woodburn,Edinburgh,(-3.189166666 55.953333333),1945,1950,Labour Party
38,Barbara Ayrton-Gould,Kensington,(-0.1909 51.5004),1945,1950,Labour Party
36,Barnett Janner,Barry,(-3.2667 51.4064),1931,1935,Labour Party
34,Ben Spoor,Witton Park,(-1.7335 54.6663),1924,1928,Labour Party
38,Benn Levy,London,(-0.1275 51.507222222),1945,1950,Labour Party
37,Edward Williams,Ebbw Vale,(-3.2117 51.7779),1935,1945,Labour Party
35,"Ernest Simon, 1st Baron Simon of Wythenshawe",Didsbury,(-2.236111111 53.417222222),1929,1931,Labour Party
35,George Spero,Dover,(1.312222222 51.1275),1929,1930,Labour Party
35,Ernest Thurtle,New York,(-75.0 43.0),1929,1931,Labour Party
35,Fenner Brockway,Kolkata,(88.3638815 22.5726723),1929,1931,Labour Party
36,Fielding West,Huddersfield,(-1.779722222 53.645),1934,1935,Labour Party
38,Florence Paton,Taunton,(-3.1 51.019166666),1945,1950,Labour Party
38,Francis Noel-Baker,London,(-0.1275 51.507222222),1945,1950,Labour Party
38,"Frank Beswick, Baron Beswick",Nottingham,(-1.149166666 52.955),1945,1950,Labour Party
34,Frank Herbert Rose,London Borough of Lambeth,(-0.116388888 51.460833333),1924,1928,Labour Party
37,"Archibald Sinclair, 1st Viscount Thurso",Chelsea,(-0.1684 51.4875),1935,1945,Liberal Party
37,Arthur Harbord,Great Yarmouth,(1.733055555 52.607777777),1935,1941,Liberal Party
34,Barnet Kenyon,Anston,(-1.2182 53.3542),1924,1929,Liberal Party
34,Beddoe Rees,Bridgend,(-3.5784 51.5072),1924,1929,Liberal Party
35,Archibald Church,Stepney,(-0.0462 51.5152),1929,1931,Labour Party
37,Austin Hopkinson,Manchester,(-2.233333333 53.466666666),1935,1945,independent politician
38,Woodrow Wyatt,Surrey,(-0.45 51.25),1945,1950,Labour Party
34,Will Thorne,Birmingham,(-1.9025 52.48),1924,1929,Labour Party
37,Fred Simpson,Nottingham,(-1.149166666 52.955),1935,1939,Labour Party
38,Freda Corbet,Tooting,(-0.165 51.428),1945,1950,Labour Party
37,Frederick Bellenger,Bethnal Green,(-0.066 51.5275),1935,1945,Labour Party
34,Thomas Power O'Connor,Athlone,(-7.9425 53.423611111),1924,1929,Home Rule League
37,Basil Neven-Spence,Leith,(-3.17005 55.9801),1935,1945,Unionist Party
38,"Frank Byers, Baron Byers",Liverpool,(-2.991666666 53.407222222),1945,1950,Liberal Party
38,Evan Durbin,Bideford,(-4.2171 51.0162),1945,1948,Labour Party
38,John Paton,Aberdeen,(-2.1 57.15),1945,1950,Labour Party
38,John Belcher,London,(-0.1275 51.507222222),1945,1949,Labour Party
38,Alfred Dobbs,Bozeat,(-0.6621 52.2173),1945,1945,Labour Party
38,Emrys Roberts,Caernarfon,(-4.27 53.14),1945,1950,Liberal Party
37,Ernest Brown,Torquay,(-3.528055555 50.4625),1935,1945,Liberal Party
37,Ernest Evans,Aberystwyth,(-4.066666666 52.416666666),1935,1942,Liberal Party
35,Frank Kingsley Griffith,Upper Norwood,(-0.0877 51.4196),1929,1931,Liberal Party
35,Frank Owen,Hereford,(-2.716111111 52.056388888),1929,1931,Liberal Party
35,"Sir Laming Worthington-Evans, 1st Baronet",Colchester,(0.903611 51.888611),1929,1931,Conservative Party
38,"Sir Martin Lindsay, 1st Baronet",London,(-0.1275 51.507222222),1945,1950,Conservative Party
38,"Sir Max Aitken, 2nd Baronet",Montreal,(-73.5868411 45.5033426),1945,1950,Conservative Party
37,"Sir Nairne Stewart Sandeman, 1st Baronet",Perthshire,(-4.0 56.5),1935,1940,Conservative Party
37,"Sir Peter Agnew, 1st Baronet",Bucklow Hundred,(-2.46 53.35),1935,1945,Conservative Party
37,"Sir Philip Colfox, 1st Baronet",Bridport,(-2.766666666 50.733333333),1935,1941,Conservative Party
34,"Sir Philip Sassoon, 3rd Baronet",Paris,(2.352222222 48.856666666),1924,1929,Conservative Party
36,"Sir Robert Chapman, 1st Baronet",Westoe,(-1.42194 54.9869),1931,1935,Conservative Party
37,"Sir Geoffrey Ellis, 1st Baronet",Shipley,(-1.777 53.833),1935,1945,Conservative Party
36,"Sir Roger Conant, 1st Baronet",Kensington,(-0.1909 51.5004),1931,1935,Conservative Party
37,Somerset de Chair,Somerset,(-3.0 51.3),1935,1945,Conservative Party
37,Spencer Summers,Flintshire,(-3.16667 53.25),1940,1945,Conservative Party
37,Stuart Russell,Surrey,(-0.45 51.25),1935,1943,Conservative Party
37,Thelma Cazalet-Keir,Westminster,(-0.1333 51.4995),1935,1945,Conservative Party
36,Loel Guinness,Manhattan,(-73.994166666 40.728333333),1931,1935,Conservative Party
37,Charles Frederick White,Bonsall,(-1.584 53.121),1944,1945,Liberal Party
36,"David Cecil, 6th Marquess of Exeter",Burghley House,(-0.453056 52.6425),1931,1935,Conservative Party
37,Winston Churchill,Blenheim Palace,(-1.360948307 51.841362665),1935,1945,Conservative Party
34,Neville Chamberlain,Birmingham,(-1.9025 52.48),1924,1929,Conservative Party
38,Stan Awbery,Swansea,(-3.95 51.616666666),1945,1950,Labour Party
38,Walter Edwards,Whitechapel,(-0.069166666 51.516388888),1945,1950,Labour Party
34,Thomas Griffiths,Neath,(-3.81 51.66),1924,1929,Labour Party
35,Thomas Harry Gill,Hutton Cranswick,(-0.442141666 53.958613888),1929,1931,Labour Party
38,Thomas Hubbard,Kirkcaldy,(-3.167369444 56.110730555),1945,1950,Labour Party
36,"Sir Percy Harris, 1st Baronet",Kensington,(-0.1909 51.5004),1931,1935,Liberal Party
34,"Sir Robert Thomas, 1st Baronet",Bootle,(-2.994166666 53.45),1924,1929,Liberal Party
37,"Stanley Holmes, 1st Baron Dovercourt",Marylebone,(-0.147 51.5177),1935,1945,Liberal Party
37,Edmund Harvey,Leeds,(-1.543611111 53.7975),1937,1945,Liberal Party
