parliament,member,birthPlace,coordinates,start,end,party
27,"Walter Rothschild, 2nd Baron Rothschild",London,(-0.1275 51.507222222),1900,1906,Conservative Party
29,Joseph Patrick Nannetti,Dublin,(-6.260277777 53.349722222),1910,1910,Irish Parliamentary Party
26,"James Roche, 3rd Baron Fermoy",West Twyford,(-0.283 51.533),1896,1900,Irish Parliamentary Party
29,Maurice Healy,Bantry,(-9.45322 51.679794),1910,1910,All-for-Ireland League
28,"Sir George Clark, 1st Baronet",Paisley,(-4.423888888 55.845555555),1907,1910,Ulster Unionist Party
30,Keir Hardie,Newhouse,(-3.92804 55.8317),1910,1915,Labour Party
28,George Hay Morgan,Hay-on-Wye,(-3.131388888 52.075833333),1906,1910,Liberal Party
28,George Henry Faber,Camberwell,(-0.0912 51.4736),1906,1910,Liberal Party
28,George Heynes Radford,Plymouth,(-4.142222222 50.371388888),1906,1910,Liberal Party
28,George McCrae,Aberdeen,(-2.1 57.15),1906,1909,Liberal Party
31,Robert Young,Glasgow,(-4.25 55.861111111),1918,1922,Labour Party
29,George Scott Robertson,Southwark,(-0.0901 51.4988),1910,1910,Liberal Party
31,George Boyle Hanna,Ballymena,(-6.268 54.862),1919,1922,Ulster Unionist Party
28,"Sir John Brunner, 1st Baronet",Everton,(-2.9661 53.4188),1906,1910,Liberal Party
27,Edward James Reed,Sheerness,(0.760833333 51.441111111),1900,1906,Liberal Party
28,John Ward,Oatlands,(-0.4008 51.3681),1906,1910,Liberal Party
31,Stanley Jackson,Chapel Allerton,(-1.54007 53.8359),1918,1922,Conservative Party
29,William Augustus Adam,Dublin,(-6.260277777 53.349722222),1910,1910,Conservative Party
31,Seán T. O'Kelly,Dublin,(-6.260277777 53.349722222),1918,1922,Fianna Fáil
30,Abraham Garrod Thomas,Cardiganshire,(-4.070579002 52.255942218),1917,1918,Liberal Party
31,"Albert Illingworth, 1st Baron Illingworth",Bradford,(-1.751 53.794),1918,1921,Liberal Party
28,Alexander Findlay,United Kingdom,(-2.0 54.6),1906,1910,Liberal Party
29,"Alfred Thomas, 1st Baron Pontypridd",Penylan,(-3.161 51.5),1910,1910,Liberal Party
31,Eric Geddes,British Raj,(88.337777777 22.541111111),1918,1922,Conservative Party
31,Edwin Montagu,London,(-0.1275 51.507222222),1918,1922,Liberal Party
30,"Robert Finlay, 1st Viscount Finlay",Edinburgh,(-3.189166666 55.953333333),1910,1916,Liberal Party
31,Pierce McCan,County Wexford,(-6.666666666 52.5),1918,1919,Sinn Féin
28,John Pius Boland,Dublin,(-6.260277777 53.349722222),1906,1910,Irish Parliamentary Party
28,R. C. Lehmann,Ecclesall,(-1.498 53.362),1906,1910,Liberal Party
30,Rhys Rhys-Williams,Miskin,(-3.37575 51.5188),1918,1918,Liberal Party
28,Richard Cherry,Waterford,(-7.119 52.2583),1906,1909,Liberal Party
27,Robert Farquharson,Edinburgh,(-3.189166666 55.953333333),1900,1906,Liberal Party
30,"Robert Munro, 1st Baron Alness",Alness,(-4.258 57.695),1910,1918,Liberal Party
28,Seymour King,Brighton,(-0.1375 50.820833333),1906,1910,Conservative Party
28,Hugh Oakeley Arnold-Forster,Bengal,(88.7311 23.9888),1906,1909,Conservative Party
26,Mancherjee Bhownagree,Mumbai,(72.8775 19.075833333),1895,1900,Conservative Party
30,Newton Moore,Fremantle,(115.7475 -32.054166666),1918,1918,Conservative Party
31,"Owen Philipps, 1st Baron Kylsant",Warminster,(-2.18 51.209),1918,1922,Conservative Party
30,Hedworth Meux,London,(-0.1275 51.507222222),1916,1918,Conservative Party
29,Frederick Guest,London,(-0.1275 51.507222222),1910,1910,Conservative Party
30,"Roundell Palmer, 3rd Earl of Selborne",London,(-0.1275 51.507222222),1910,1918,Conservative Party
29,"David Lindsay, 27th Earl of Crawford",Dunecht,(-2.4101 57.1712),1910,1910,Conservative Party
28,Edward Clarke,Chaville,(2.188611111 48.808611111),1906,1906,Conservative Party
27,"Sir John Aird, 1st Baronet",London,(-0.1275 51.507222222),1900,1906,Conservative Party
29,"John Stewart-Murray, 8th Duke of Atholl",Blair Castle,(-3.85754 56.7734),1910,1910,Conservative Party
31,George Barnes,Dundee,(-2.97 56.460555555),1918,1922,Labour Party
28,Andrew Mitchell Torrance,Cumnock,(-4.2638 55.4529),1906,1909,Progressive Party
29,Josceline Bagot,Surrey,(-0.45 51.25),1910,1910,Conservative Party
31,"Philip Cunliffe-Lister, 1st Earl of Swinton",East Ayton,(-0.4744 54.2546),1918,1922,Conservative Party
30,"Lawrence Dundas, 2nd Marquess of Zetland",London,(-0.1275 51.507222222),1910,1916,Conservative Party
26,"Richard Webster, 1st Viscount Alverstone",London,(-0.1275 51.507222222),1895,1900,Conservative Party
29,"George Cave, 1st Viscount Cave",London,(-0.1275 51.507222222),1910,1910,Conservative Party
27,Alfred Seale Haslam,Derby,(-1.476666666 52.921666666),1900,1906,Liberal Unionist Party
26,David Randell,Llanelli,(-4.15 51.683333333),1895,1900,Liberal Party
27,Thomas Gibson Bowles,London,(-0.1275 51.507222222),1900,1906,Conservative Party
27,Edward Hain,St Ives,(-5.48 50.21),1900,1906,Liberal Unionist Party
27,Edward Tufnell,London,(-0.1275 51.507222222),1900,1906,Conservative Party
31,Walter Morden,Prince Edward County,(-77.25 44.0),1918,1922,Conservative Party
31,William Abraham,Cwmavon,(-3.771744444 51.615511111),1918,1920,Labour Party
31,Ben Tillett,Bristol,(-2.5975 51.453611111),1918,1922,Labour Party
31,Tom Shaw,Colne,(-2.1756 53.8554),1918,1922,Labour Party
31,"Joseph Kenworthy, 10th Baron Strabolgi",Royal Leamington Spa,(-1.535833333 52.291944444),1919,1922,Labour Party
30,Hastings Lees-Smith,British Raj,(88.337777777 22.541111111),1910,1918,Labour Party
30,Leo Chiozza Money,Genoa,(8.933983333 44.407186111),1910,1918,Labour Party
31,Domhnall Ua Buachalla,Maynooth,(-6.5936 53.385),1918,1922,Fianna Fáil
31,Seán MacEntee,Belfast,(-5.93 54.596388888),1918,1922,Fianna Fáil
29,"David Davies, 1st Baron Davies",Llandinam,(-3.435645 52.484612),1910,1910,Liberal Party
31,William Dudley Ward,London,(-0.1275 51.507222222),1918,1922,Liberal Party
27,"Charles Ritchie, 1st Baron Ritchie of Dundee",Dundee,(-2.97 56.460555555),1900,1905,Conservative Party
30,Samuel Hill-Wood,Glossop,(-1.9489 53.4435),1910,1918,Conservative Party
31,"Edmund FitzAlan-Howard, 1st Viscount FitzAlan of Derwent",London,(-0.1275 51.507222222),1918,1921,Conservative Party
30,Archibald Weigall,London,(-0.1275 51.507222222),1911,1918,Conservative Party
30,John Dillon,Dublin,(-6.260277777 53.349722222),1910,1918,Irish Parliamentary Party
30,Reginald Pole-Carew,Antony,(-4.252 50.37),1910,1916,Liberal Unionist Party
27,Robert Purvis,Roxburghshire,(-2.478294 55.568879),1900,1906,Liberal Unionist Party
28,Robert Torrens O'Neill,Ireland,(-7.921 53.351),1906,1910,Irish Conservative Party
31,Art O'Connor,Celbridge,(-6.535 53.3326),1918,1922,Sinn Féin
31,Robert Barton,Annamoe,(-6.255121 53.031602),1918,1922,Sinn Féin
28,"Arthur Stanley, 5th Baron Stanley of Alderley",London,(-0.1275 51.507222222),1906,1910,Liberal Party
27,Michael Foster,Huntingdon,(-0.1717 52.3364),1900,1906,Liberal Party
26,William Vernon Harcourt,York,(-1.083333333 53.95),1895,1900,Liberal Party
31,Kevin O'Higgins,Stradbally,(-7.153 53.017),1918,1922,Cumann na nGaedheal
28,Alfred Lyttelton,Westminster,(-0.1333 51.4995),1906,1910,Liberal Unionist Party
29,"Henry Henry William Edmund Petty-Fitzmaurice, 6th Marquess of Lansdowne",Dorchester on Thames,(-1.166 51.644),1910,1910,Liberal Unionist Party
31,Seán Etchingham,Courtown,(-6.228899 52.644107),1918,1922,Sinn Féin
31,Austin Stack,Tralee,(-9.6962 52.2675),1918,1922,Sinn Féin
26,"Samuel Montagu, 1st Baron Swaythling",Liverpool,(-2.991666666 53.407222222),1895,1900,Liberal Party
26,Henry Labouchère,London,(-0.1275 51.507222222),1895,1900,Liberal Party
31,Horatio Bottomley,Metropolitan Borough of Bethnal Green,(-0.0551 51.5302),1918,1922,Liberal Party
28,John William Crombie,Aberdeen,(-2.1 57.15),1906,1908,Liberal Party
31,Joseph Compton-Rickett,London,(-0.1275 51.507222222),1918,1919,Liberal Party
31,Joseph Davies,Newport,(-2.997777777 51.588611111),1918,1922,Liberal Party
30,Joseph Havelock Wilson,Sunderland,(-1.380277777 54.9),1918,1918,Liberal Party
28,Joseph Leese,Manchester,(-2.233333333 53.466666666),1906,1910,Liberal Party
27,Joseph Powell Williams,Shrewsbury,(-2.754444444 52.708055555),1900,1904,Liberal Party
31,Josiah Towyn Jones,New Quay,(-4.358988888 52.212863888),1918,1922,Liberal Party
26,Justin McCarthy,Cork,(-8.473055555 51.9),1895,1900,Liberal Party
31,Leicester Harmsworth,Hampstead,(-0.1744 51.5541),1918,1922,Liberal Party
28,James O'Grady,Bristol,(-2.5975 51.453611111),1906,1910,Labour Party
31,Joseph O'Doherty,Derry,(-7.341666666 54.991666666),1918,1922,Fianna Fáil
26,"John Campbell, 9th Duke of Argyll",London,(-0.1275 51.507222222),1895,1900,Liberal Party
29,"Edward Grey, 1st Viscount Grey of Fallodon",Fallodon,(-1.677 55.505),1910,1910,Liberal Party
29,"Herbert Samuel, 1st Viscount Samuel",Liverpool,(-2.991666666 53.407222222),1910,1910,Liberal Party
26,Horace Plunkett,Sherborne,(-1.744 51.829),1895,1900,Irish Conservative Party
26,Timothy Daniel Sullivan,Bantry,(-9.45322 51.679794),1895,1900,Irish Parliamentary Party
31,"Sir Arthur du Cros, 1st Baronet",Dublin,(-6.260277777 53.349722222),1918,1922,Conservative Party
31,"Sir Frederick Thomson, 1st Baronet",Edinburgh,(-3.189166666 55.953333333),1918,1922,Conservative Party
29,"Sir James Knott, 1st Baronet",Howdon,(-1.495 55.001),1910,1910,Conservative Party
30,"Sir James Rankin, 1st Baronet",Liverpool,(-2.991666666 53.407222222),1910,1912,Conservative Party
26,"Sir John Blundell Maple, 1st Baronet",London,(-0.1275 51.507222222),1895,1900,Conservative Party
26,"Sir John Dillwyn-Llewelyn, 1st Baronet",Swansea,(-3.95 51.616666666),1895,1900,Conservative Party
30,"Sir John Norton-Griffiths, 1st Baronet",Somerset,(-3.0 51.3),1910,1918,Conservative Party
31,Oliver Locker-Lampson,London,(-0.1275 51.507222222),1918,1922,Conservative Party
31,Patrick Bernard Malone,Exeter,(-3.526944444 50.725555555),1918,1922,Conservative Party
31,Percy Thompson Dean,Blackburn,(-2.4769 53.7449),1918,1922,Conservative Party
26,James Fergusson,Edinburgh,(-3.189166666 55.953333333),1895,1900,Conservative Party
31,"Francis Curzon, 5th Earl Howe",Mayfair,(-0.147222222 51.510277777),1918,1922,Conservative Party
31,"Herbert Austin, 1st Baron Austin",Little Missenden,(-0.668 51.682),1918,1922,Conservative Party
27,"William Grenfell, 1st Baron Desborough",London,(-0.1275 51.507222222),1900,1906,Conservative Party
29,"William Wedgwood Benn, 1st Viscount Stansgate",London Borough of Hackney,(-0.0575 51.544722222),1910,1910,Labour Party
27,William Burdett-Coutts,New Brunswick,(-74.444444444 40.486666666),1900,1906,Conservative Party
31,"William Cope, 1st Baron Cope",Roath,(-3.160555555 51.491111111),1918,1922,Conservative Party
31,"William Davison, 1st Baron Broughshane",Broughshane,(-6.20611 54.8936),1918,1922,Conservative Party
29,William Foot Mitchell,London,(-0.1275 51.507222222),1910,1910,Conservative Party
30,William Frederick Hicks-Beach,Gloucestershire,(-2.166666666 51.833333333),1916,1918,Conservative Party
31,W. G. Howard Gritten,Westminster,(-0.1333 51.4995),1918,1922,Conservative Party
30,"William Hayes Fisher, 1st Baron Downham",Little Downham,(0.238611111 52.431666666),1910,1918,Conservative Party
30,William Hewins,Wolverhampton,(-2.125277777 52.584166666),1912,1918,Conservative Party
27,William Houldsworth,Ardwick,(-2.216111111 53.472222222),1900,1906,Conservative Party
27,"William Jackson, 1st Baron Allerton",Otley,(-1.687 53.905),1900,1902,Conservative Party
26,William Johnson Galloway,Sale,(-2.322 53.424),1895,1900,Conservative Party
27,William Johnston,Downpatrick,(-5.703 54.322),1900,1902,Conservative Party
31,William Lane-Mitchell,Garioch,(-2.377 57.284),1918,1922,Conservative Party
31,"William Mitchell-Thomson, 1st Baron Selsdon",Edinburgh,(-3.189166666 55.953333333),1918,1922,Conservative Party
27,William Robert Bousfield,Newark-on-Trent,(-0.81 53.0765),1900,1906,Conservative Party
28,William Walrond,Devon,(-3.8 50.7),1906,1910,Conservative Party
31,Seán Hayes,Glandore,(-9.116666666 51.566666666),1918,1922,Sinn Féin
28,Samuel Whitbread,London,(-0.1275 51.507222222),1906,1910,Liberal Party
28,Samuel Moss,Rossett,(-2.945 53.109),1906,1906,Liberal Party
27,Samuel Smith,Dumfries and Galloway,(-3.603 55.07),1900,1906,Liberal Party
29,Samuel Storey,Sherburn,(-1.50422 54.7746),1910,1910,Liberal Party
28,Samuel Evans,Skewen,(-3.8399 51.6609),1906,1910,Liberal Party
30,Silvester Horne,Cuckfield,(-0.1407 51.0096),1910,1914,Liberal Party
30,"Sir Albert Spicer, 1st Baronet",Brixton,(-0.1175 51.4575),1910,1918,Liberal Party
26,"Sir Charles Cameron, 1st Baronet",Dublin,(-6.260277777 53.349722222),1897,1900,Liberal Party
28,"Sir Charles Palmer, 1st Baronet",South Shields,(-1.43 54.995),1906,1907,Liberal Party
30,"Sir Charles Seely, 2nd Baronet",Mansfield,(-1.1963 53.1435),1916,1918,Liberal Party
30,"Sir Ellis Ellis-Griffith, 1st Baronet",Birmingham,(-1.9025 52.48),1910,1918,Liberal Party
31,"Sir Evan Davies Jones, 1st Baronet",Fishguard,(-4.98041 51.9982),1918,1922,Liberal Party
28,"Sir Francis Edwards, 1st Baronet",Aberdyfi,(-4.0444 52.544380555),1906,1910,Liberal Party
27,"Sir Frederick Mappin, 1st Baronet",Sheffield,(-1.470277777 53.380833333),1900,1906,Liberal Party
30,"Sir Henry Webb, 1st Baronet",Hereford,(-2.716111111 52.056388888),1911,1918,Liberal Party
28,"Sir John Barker, 1st Baronet",Loose,(0.5164 51.2408),1906,1910,Liberal Party
28,"Sir John Benn, 1st Baronet",Manchester,(-2.233333333 53.466666666),1906,1910,Liberal Party
29,"Sir John Brunner, 2nd Baronet",Widnes,(-2.728 53.363),1910,1910,Liberal Party
30,"Sir John Fuller, 1st Baronet",Neston Park,(-2.2 51.403),1910,1911,Liberal Party
28,"Freeman Freeman-Thomas, 1st Marquess of Willingdon",Eastbourne,(0.286111111 50.766388888),1906,1910,Liberal Party
28,William Kenyon-Slaney,Rajkot,(70.798363888 22.296908333),1906,1908,Conservative Party
26,Henry Hoyle Howorth,Lisbon,(-9.139016 38.708042),1895,1900,Conservative Party
31,Kingsley Wood,London,(-0.1275 51.507222222),1918,1922,Conservative Party
29,William Campion,London,(-0.1275 51.507222222),1910,1910,Conservative Party
31,"Waldorf Astor, 2nd Viscount Astor",New York City,(-74.006111111 40.712777777),1918,1919,Conservative Party
31,Archibald Hunter,London,(-0.1275 51.507222222),1918,1922,Conservative Party
29,Lord Claud Hamilton,Strabane,(-7.47 54.83),1910,1910,Conservative Party
26,Alexander Staveley Hill,Wolverhampton,(-2.125277777 52.584166666),1895,1900,Conservative Party
29,"Amelius Lockwood, 1st Baron Lambourne",London,(-0.1275 51.507222222),1910,1910,Conservative Party
31,"William Ormsby-Gore, 4th Baron Harlech",London,(-0.1275 51.507222222),1918,1922,Conservative Party
27,"Gerald Balfour, 2nd Earl of Balfour",Edinburgh,(-3.189166666 55.953333333),1900,1906,Conservative Party
28,Gustav Wilhelm Wolff,Hamburg,(10.0 53.55),1906,1910,Conservative Party
28,"Sir Daniel Dixon, 1st Baronet",Larne,(-5.813333333 54.851666666),1906,1907,Ulster Unionist Party
30,"Sir John Esmonde, 14th Baronet",Shropshire,(-2.716666666 52.616666666),1915,1918,Irish Parliamentary Party
29,Donald Macmaster,South Glengarry,(-74.5833 45.2),1910,1910,Conservative Party
31,Douglas King,London,(-0.1275 51.507222222),1918,1922,Conservative Party
31,Douglas Vickers,Sheffield,(-1.470277777 53.380833333),1918,1922,Conservative Party
26,Edward Cotton-Jodrell,Rugby,(-1.26 52.37),1895,1900,Conservative Party
28,"Richard Haldane, 1st Viscount Haldane",Edinburgh,(-3.189166666 55.953333333),1906,1910,Labour Party
30,"Christopher Addison, 1st Viscount Addison",Lincolnshire,(-0.2 53.1),1910,1918,Labour Party
29,Percy Alden,Oxford,(-1.257777777 51.751944444),1910,1910,Labour Party
29,"Sir Edward Sassoon, 2nd Baronet, of Kensington Gore",Mumbai,(72.8775 19.075833333),1910,1910,Liberal Unionist Party
27,"Sir Frederick Wills, 1st Baronet",Bristol,(-2.5975 51.453611111),1900,1906,Liberal Unionist Party
30,Patrick McCartan,Carrickmore,(-7.05 54.6),1918,1918,Fianna Fáil
26,"David Alfred Thomas, 1st Viscount Rhondda",Ysguborwen,(-3.448 51.727),1895,1900,Liberal Party
30,Joseph Martin,Milton,(-79.883333333 43.508333333),1910,1918,Liberal Party
29,Ignaz Trebitsch-Lincoln,Paks,(18.855833333 46.621944444),1910,1910,Liberal Party
29,William Chapple,Alexandra,(169.379722222 -45.249166666),1910,1910,Liberal Party
28,William Charles Steadman,Poplar,(-0.0178 51.5066),1906,1910,Liberal Party
31,William Henry Seager,Cardiff,(-3.179166666 51.481666666),1918,1922,Liberal Party
27,William Jones,Llangefni,(-4.314 53.256),1900,1906,Liberal Party
26,William McEwan,Alloa,(-3.7912 56.1155),1895,1900,Liberal Party
31,"Henry Betterton, 1st Baron Rushcliffe",Woodville,(-1.533 52.769),1918,1922,Conservative Party
30,"Henry Chaplin, 1st Viscount Chaplin",Ryhall,(-0.466 52.685),1910,1916,Conservative Party
26,Henry Charles Stephens,Lambeth,(-0.1193 51.4903),1895,1900,Conservative Party
27,"Henry Cubitt, 2nd Baron Ashcombe",Stowmarket,(1.0 52.19),1900,1906,Conservative Party
31,Henry Grayson,Birkenhead,(-3.016666666 53.383333333),1918,1922,Conservative Party
31,"Henry Page Croft, 1st Baron Croft",Fanhams Hall,(-0.0113889 51.8225),1918,1922,Conservative Party
28,"Henry Percy, Earl Percy",London,(-0.1275 51.507222222),1906,1909,Conservative Party
31,Edward Hopkinson,Manchester,(-2.233333333 53.466666666),1918,1922,Conservative Party
27,Edward James Saunderson,Castle Saunderson,(-7.359722222 54.126666666),1900,1906,Conservative Party
26,William Wedderburn,Edinburgh,(-3.189166666 55.953333333),1895,1900,Indian National Congress
30,Neil Primrose,Dalmeny House,(-3.334589575 55.988192169),1910,1917,Liberal Party
30,Oswald Cawley,Manchester,(-2.233333333 53.466666666),1918,1918,Liberal Party
26,Owen Morgan Edwards,Llanuwchllyn,(-3.666666666 52.855),1899,1900,Liberal Party
30,Percy Illingworth,Bradford,(-1.751 53.794),1910,1915,Liberal Party
27,Henry Seton-Karr,United Kingdom,(-2.0 54.6),1900,1906,Conservative Party
26,John Gorst,Preston,(-2.698055555 53.759444444),1895,1900,Conservative Party
31,Kennedy Jones,Glasgow,(-4.25 55.861111111),1918,1921,Conservative Party
28,"Sir Gilbert Parker, 1st Baronet",Camden East,(-76.8333 44.3353),1906,1910,Conservative Party
31,Ion Hamilton Benn,County Cork,(-8.75 52.0),1918,1922,Conservative Party
29,Noel Noel-Buxton,London,(-0.1275 51.507222222),1910,1910,Labour Party
31,"Josiah Wedgwood, Baron Wedgwood",Barlaston,(-2.1583 52.9457),1918,1922,Labour Party
31,David Watts Morgan,Skewen,(-3.8399 51.6609),1918,1922,Labour Party
30,William Redmond,County Waterford,(-7.5 52.25),1910,1918,Cumann na nGaedheal
31,William Whitla,Monaghan,(-6.970833333 54.247777777),1918,1922,Ulster Unionist Party
28,George Newnes,Matlock Bath,(-1.56 53.11),1906,1910,Liberal Party
26,"Herbert Gladstone, 1st Viscount Gladstone",12 Downing Street,(-0.128083 51.5034),1895,1900,Liberal Party
26,"Thomas Gibson-Carmichael, 1st Baron Carmichael",Edinburgh,(-3.189166666 55.953333333),1895,1900,Liberal Party
27,"Charles Spencer, 6th Earl Spencer",St James's,(-0.133 51.5085),1900,1906,Liberal Party
29,"George Lambert, 1st Viscount Lambert",South Tawton,(-3.9 50.73),1910,1910,Liberal Party
29,Harold Thomas Cawley,Manchester,(-2.233333333 53.466666666),1910,1910,Liberal Party
27,"Robert Reid, 1st Earl Loreburn",Corfu,(19.921388888 39.623888888),1900,1906,Liberal Party
30,Alfred Byrne,Dublin,(-6.260277777 53.349722222),1915,1918,independent politician
28,"Victor Cavendish, 9th Duke of Devonshire",Marylebone,(-0.147 51.5177),1906,1908,Liberal Unionist Party
30,"William Peel, 1st Earl Peel",London,(-0.1275 51.507222222),1910,1912,Liberal Unionist Party
27,William Ellison-Macartney,Dublin,(-6.260277777 53.349722222),1900,1903,Irish Conservative Party
31,William Graham,Peebles,(-3.188888888 55.651944444),1918,1922,Labour Party
31,John Hodge,Ayrshire,(-4.635836 55.461053),1918,1922,Labour Party
30,David Marshall Mason,Campsie,(-4.203277016 55.98295783),1910,1918,Liberal Party
31,Donald Maclean,Farnworth,(-2.3999 53.5452),1918,1922,Liberal Party
29,Duncan Vernon Pirie,Aberdeen,(-2.1 57.15),1910,1910,Liberal Party
29,Edgar Rees Jones,Cwmamman,(-3.915 51.805),1910,1910,Liberal Party
27,Edmund Leamy,Waterford,(-7.119 52.2583),1900,1904,Home Rule League
31,"Sir Henry Norman, 1st Baronet",Leicester,(-1.133055555 52.636111111),1918,1922,Liberal Party
31,"Henry Dalziel, 1st Baron Dalziel of Kirkcaldy",Borgue,(-4.134 54.812),1918,1921,Liberal Party
28,Henry Harvey Vivian,Cornwood,(-3.963272222 50.421327777),1906,1910,Liberal Party
30,Henry Haydn Jones,Ruthin,(-3.310555555 53.114444444),1910,1918,Liberal Party
28,Henry Cotton,Kudanthaiyan,(79.383333333 10.966666666),1906,1910,Liberal Party
29,Herbert Lewis,Mostyn,(-3.269 53.314),1910,1910,Liberal Party
28,Herbert Paul,Finedon,(-0.6597 52.334),1906,1910,Liberal Party
28,"Lewis Harcourt, 1st Viscount Harcourt",Nuneham Courtenay,(-1.201 51.689),1906,1910,Liberal Party
28,Hubert Carr-Gomm,India,(83.0 22.8),1906,1910,Liberal Party
31,John Hugh Edwards,Aberystwyth,(-4.066666666 52.416666666),1918,1922,Liberal Party
31,"Ian Macpherson, 1st Baron Strathcarron",Scotland,(-5.0 57.0),1918,1922,Liberal Party
28,"Sir Thomas Russell, 1st Baronet",Cupar,(-3.01155 56.3194),1906,1910,Liberal Party
29,"Ivor Herbert, 1st Baron Treowen",Llanarth Court,(-2.89941 51.7894),1910,1910,Liberal Party
31,Ivor Philipps,Warminster,(-2.18 51.209),1918,1922,Liberal Party
31,Angus Hambro,Bromley,(0.018305555 51.406444444),1918,1922,Conservative Party
30,Archie Kirkman Loyd,Agra,(78.02 27.18),1916,1918,Conservative Party
30,"Arthur Annesley, 11th Viscount Valentia",Scotland,(-5.0 57.0),1910,1917,Conservative Party
31,Arthur Fell,Nelson,(173.238056 -41.293056),1918,1922,Conservative Party
26,Arthur Frederick Jeffreys,Sydney,(151.21 -33.867777777),1895,1900,Conservative Party
30,Arthur Griffith-Boscawen,Trevalyn Hall,(-2.9499 53.1046),1910,1918,Conservative Party
29,"Arthur Lee, 1st Viscount Lee of Fareham",Bridport,(-2.766666666 50.733333333),1910,1910,Conservative Party
26,Arthur Montagu Brookfield,London,(-0.1275 51.507222222),1895,1900,Conservative Party
31,"Arthur Samuel, 1st Baron Mancroft",Norwich,(1.292777777 52.628611111),1918,1922,Conservative Party
31,"Arthur Shirley Benn, 1st Baron Glenravel",Cork,(-8.473055555 51.9),1918,1922,Conservative Party
31,Assheton Pownall,Warwick,(-1.59 52.28),1918,1922,Conservative Party
31,Aubrey Herbert,Highclere Castle,(-1.36139 51.3267),1918,1922,Conservative Party
30,Basil Peto,Westminster,(-0.1333 51.4995),1910,1918,Conservative Party
26,"Henry Cadogan, Viscount Chelsea",London,(-0.1275 51.507222222),1895,1900,Conservative Party
31,"Hilton Young, 1st Baron Kennet",London,(-0.1275 51.507222222),1918,1922,Conservative Party
30,Holcombe Ingleby,Edgbaston,(-1.919047222 52.45805),1910,1918,Conservative Party
31,Michael Falcon,Norwich,(1.292777777 52.628611111),1918,1922,Conservative Party
29,"Aretas Akers-Douglas, 1st Viscount Chilston",West Malling,(0.415211111 51.2917),1910,1910,Conservative Party
31,Stanley Johnson,Hackney,(-0.059486 51.543307),1918,1922,Conservative Party
31,Jack Cohen,Toxteth,(-2.9713 53.3894),1918,1922,Conservative Party
30,"Sir George Hamilton, 1st Baronet",Northumberland,(-2.0 55.166666666),1913,1918,Conservative Party
27,Edward Brodie Hoare,Richmond,(-0.301 51.456),1900,1902,Conservative Party
31,Charles Frederick Higham,Walthamstow,(-0.0211 51.584),1918,1922,Conservative Party
27,John Kerr,East Lothian,(-2.75 55.916666666),1903,1906,Conservative Party
27,Lord Cecil Manners,London Borough of Camden,(-0.159444444 51.542777777),1900,1906,Conservative Party
31,John Elsdale Molson,Montreal,(-73.5868411 45.5033426),1918,1922,Conservative Party
31,"Ernest Pollock, 1st Viscount Hanworth",Wimbledon,(-0.2171 51.4235),1918,1922,Conservative Party
31,Lionel de Rothschild,London,(-0.1275 51.507222222),1918,1922,Conservative Party
31,Samuel Samuel,Baghdad,(44.366111111 33.315277777),1918,1922,Conservative Party
31,Marshall Stevens,Plymouth,(-4.142222222 50.371388888),1918,1922,Conservative Party
31,"Evelyn Cecil, 1st Baron Rockley",Mayfair,(-0.147222222 51.510277777),1918,1922,Conservative Party
30,Felix Cassel,Cologne,(6.957777777 50.942222222),1910,1916,Conservative Party
26,"Fiennes Cornwallis, 1st Baron Cornwallis",Banbury,(-1.339166666 52.061388888),1898,1900,Conservative Party
30,Frank Goldsmith,Frankfurt,(8.682222222 50.110555555),1910,1918,Conservative Party
31,Frederick Alexander Macquisten,Inverclyde,(-4.75 55.9),1918,1922,Conservative Party
30,Edward Marshall Hall,Brighton,(-0.1375 50.820833333),1910,1916,Conservative Party
30,"Edward Stanley, Lord Stanley",Marylebone,(-0.147 51.5177),1917,1918,Conservative Party
27,Ellis Ashmead-Bartlett,Brooklyn,(-73.94972 40.65083),1900,1902,Conservative Party
26,"Ernest Beckett, 2nd Baron Grimthorpe",Roundhay,(-1.497 53.831),1895,1900,Conservative Party
31,"Esmond Harmsworth, 2nd Viscount Rothermere",Hampstead,(-0.1744 51.5541),1919,1922,Conservative Party
31,"Herbert Dixon, 1st Baron Glentoran",Belfast,(-5.93 54.596388888),1918,1922,Ulster Unionist Party
29,"Sir William Younger, 1st Baronet, of Auchen Castle",Dumfries and Galloway,(-3.603 55.07),1910,1910,Conservative Party
26,Sigismund Mendl,Kensington,(-0.1909 51.5004),1898,1900,Liberal Party
28,Thomas Joseph Condon,Clonmel,(-7.7116 52.3539),1906,1910,Irish Parliamentary Party
26,James Wanklyn,Holdenhurst,(-1.81917 50.7567),1895,1900,Liberal Unionist Party
30,"Sir Ernest Jardine, 1st Baronet",Nottingham,(-1.149166666 52.955),1910,1918,Liberal Unionist Party
31,Edward Manville,Paddington,(-0.173 51.5172),1918,1922,Conservative Party
31,Arthur Hayday,London,(-0.1275 51.507222222),1918,1922,Labour Party
31,Ben Spoor,Witton Park,(-1.7335 54.6663),1918,1922,Labour Party
31,Frank Herbert Rose,London Borough of Lambeth,(-0.116388888 51.460833333),1918,1922,Labour Party
30,Frank Walter Goldstone,Bishopwearmouth,(-1.38879 54.9058),1910,1918,Labour Party
30,Aneurin Williams,Dowlais,(-3.352777777 51.760277777),1914,1918,Liberal Party
