parliament,member,birthPlace,coordinates,start,end,party
51,Bob Litherland,Manchester,(-2.233333333 53.466666666),1992,1997,Labour Party
48,Bob Litherland,Manchester,(-2.233333333 53.466666666),1979,1983,Labour Party
52,Bob Marshall-Andrews,Willesden,(-0.2295 51.5468),1997,2001,Labour Party
54,Bob Marshall-Andrews,Willesden,(-0.2295 51.5468),2005,2010,Labour Party
53,Bob Marshall-Andrews,Willesden,(-0.2295 51.5468),2001,2005,Labour Party
48,"Bob Mellish, Baron Mellish",Deptford,(-0.0265 51.478),1979,1982,Labour Party
48,"Bob Mellish, Baron Mellish",Deptford,(-0.0265 51.478),1982,1982,Labour Party
45,"Bob Mellish, Baron Mellish",Deptford,(-0.0265 51.478),1970,1974,Labour Party
46,"Bob Mellish, Baron Mellish",Deptford,(-0.0265 51.478),1974,1974,Labour Party
47,"Bob Mellish, Baron Mellish",Deptford,(-0.0265 51.478),1974,1979,Labour Party
40,"Bob Mellish, Baron Mellish",Deptford,(-0.0265 51.478),1951,1955,Labour Party
43,"Bob Mellish, Baron Mellish",Deptford,(-0.0265 51.478),1964,1966,Labour Party
44,"Bob Mellish, Baron Mellish",Deptford,(-0.0265 51.478),1966,1970,Labour Party
42,"Bob Mellish, Baron Mellish",Deptford,(-0.0265 51.478),1959,1964,Labour Party
41,"Bob Mellish, Baron Mellish",Deptford,(-0.0265 51.478),1955,1959,Labour Party
39,"Bob Mellish, Baron Mellish",Deptford,(-0.0265 51.478),1950,1951,Labour Party
38,"Bob Mellish, Baron Mellish",Deptford,(-0.0265 51.478),1946,1950,Labour Party
51,Janet Anderson,Newcastle upon Tyne,(-1.613333333 54.977777777),1992,1997,Labour Party
52,Janet Anderson,Newcastle upon Tyne,(-1.613333333 54.977777777),1997,2001,Labour Party
54,Janet Anderson,Newcastle upon Tyne,(-1.613333333 54.977777777),2005,2010,Labour Party
53,Janet Anderson,Newcastle upon Tyne,(-1.613333333 54.977777777),2001,2005,Labour Party
52,Charlotte Atkins,Chelmsford,(0.4798 51.7361),1997,2001,Labour Party
54,Charlotte Atkins,Chelmsford,(0.4798 51.7361),2005,2010,Labour Party
53,Charlotte Atkins,Chelmsford,(0.4798 51.7361),2001,2005,Labour Party
52,Liz Blackman,Penrith,(-2.7548 54.6648),1997,2001,Labour Party
54,Liz Blackman,Penrith,(-2.7548 54.6648),2005,2010,Labour Party
53,Liz Blackman,Penrith,(-2.7548 54.6648),2001,2005,Labour Party
52,Helen Clark,Derby,(-1.476666666 52.921666666),1997,2001,Labour Party
53,Helen Clark,Derby,(-1.476666666 52.921666666),2001,2005,Labour Party
52,Claire Curtis-Thomas,Neath,(-3.81 51.66),1997,2001,Labour Party
54,Claire Curtis-Thomas,Neath,(-3.81 51.66),2005,2010,Labour Party
53,Claire Curtis-Thomas,Neath,(-3.81 51.66),2001,2005,Labour Party
52,Valerie Davey,Surrey,(-0.45 51.25),1997,2001,Labour Party
53,Valerie Davey,Surrey,(-0.45 51.25),2001,2005,Labour Party
53,Janet Dean,Crewe,(-2.44 53.099),2001,2005,Labour Party
52,Janet Dean,Crewe,(-2.44 53.099),1997,2001,Labour Party
54,Janet Dean,Crewe,(-2.44 53.099),2005,2010,Labour Party
52,Brian Iddon,Tarleton,(-2.841680555 53.678),1997,2001,Labour Party
54,Brian Iddon,Tarleton,(-2.841680555 53.678),2005,2010,Labour Party
53,Brian Iddon,Tarleton,(-2.841680555 53.678),2001,2005,Labour Party
51,Brian Jenkins,Pontypridd,(-3.33682 51.59672),1996,1997,Labour Party
52,Brian Jenkins,Pontypridd,(-3.33682 51.59672),1997,2001,Labour Party
54,Brian Jenkins,Pontypridd,(-3.33682 51.59672),2005,2010,Labour Party
53,Brian Jenkins,Pontypridd,(-3.33682 51.59672),2001,2005,Labour Party
50,Brian Sedgemore,Exmouth,(-3.413 50.62),1987,1992,Labour Party
49,Brian Sedgemore,Exmouth,(-3.413 50.62),1983,1987,Labour Party
51,Brian Sedgemore,Exmouth,(-3.413 50.62),1992,1997,Labour Party
47,Brian Sedgemore,Exmouth,(-3.413 50.62),1974,1979,Labour Party
46,Brian Sedgemore,Exmouth,(-3.413 50.62),1974,1974,Labour Party
52,Brian Sedgemore,Exmouth,(-3.413 50.62),1997,2001,Labour Party
53,Brian Sedgemore,Exmouth,(-3.413 50.62),2001,2005,Labour Party
52,Brian White,Belfast,(-5.93 54.596388888),1997,2001,Labour Party
53,Brian White,Belfast,(-5.93 54.596388888),2001,2005,Labour Party
52,Christine McCafferty,Manchester,(-2.233333333 53.466666666),1997,2001,Labour Party
54,Christine McCafferty,Manchester,(-2.233333333 53.466666666),2005,2010,Labour Party
53,Christine McCafferty,Manchester,(-2.233333333 53.466666666),2001,2005,Labour Party
51,Bridget Prentice,Glasgow,(-4.25 55.861111111),1992,1997,Labour Party
52,Bridget Prentice,Glasgow,(-4.25 55.861111111),1997,2001,Labour Party
54,Bridget Prentice,Glasgow,(-4.25 55.861111111),2005,2010,Labour Party
53,Bridget Prentice,Glasgow,(-4.25 55.861111111),2001,2005,Labour Party
47,Bruce Douglas-Mann,Bexhill-on-Sea,(0.4675723 50.8424384),1974,1979,Labour Party
46,Bruce Douglas-Mann,Bexhill-on-Sea,(0.4675723 50.8424384),1974,1974,Labour Party
48,Bruce Douglas-Mann,Bexhill-on-Sea,(0.4675723 50.8424384),1981,1982,Labour Party
48,Bruce Douglas-Mann,Bexhill-on-Sea,(0.4675723 50.8424384),1979,1981,Labour Party
45,Bruce Douglas-Mann,Bexhill-on-Sea,(0.4675723 50.8424384),1970,1974,Labour Party
51,Bruce George,Mountain Ash,(-3.37916 51.6814),1992,1997,Labour Party
50,Bruce George,Mountain Ash,(-3.37916 51.6814),1987,1992,Labour Party
49,Bruce George,Mountain Ash,(-3.37916 51.6814),1983,1987,Labour Party
46,Bruce George,Mountain Ash,(-3.37916 51.6814),1974,1974,Labour Party
48,Bruce George,Mountain Ash,(-3.37916 51.6814),1979,1983,Labour Party
47,Bruce George,Mountain Ash,(-3.37916 51.6814),1974,1979,Labour Party
54,Bruce George,Mountain Ash,(-3.37916 51.6814),2005,2010,Labour Party
52,Bruce George,Mountain Ash,(-3.37916 51.6814),1997,2001,Labour Party
53,Bruce George,Mountain Ash,(-3.37916 51.6814),2001,2005,Labour Party
49,Bryan Charles Gould,Hāwera,(174.282 -39.589),1983,1987,Labour Party
51,Bryan Charles Gould,Hāwera,(174.282 -39.589),1992,1994,Labour Party
50,Bryan Charles Gould,Hāwera,(174.282 -39.589),1987,1992,Labour Party
47,Bryan Charles Gould,Hāwera,(174.282 -39.589),1974,1979,Labour Party
52,Claire Ward,North Shields,(-1.4448 55.0097),1997,2001,Labour Party
54,Claire Ward,North Shields,(-1.4448 55.0097),2005,2010,Labour Party
53,Claire Ward,North Shields,(-1.4448 55.0097),2001,2005,Labour Party
35,Charles William Bowerman,Honiton,(-3.19 50.8),1929,1931,Labour Party
32,Charles William Bowerman,Honiton,(-3.19 50.8),1922,1923,Labour Party
33,Charles William Bowerman,Honiton,(-3.19 50.8),1923,1924,Labour Party
34,Charles William Bowerman,Honiton,(-3.19 50.8),1924,1929,Labour Party
29,Charles William Bowerman,Honiton,(-3.19 50.8),1910,1910,Labour Party
31,Charles William Bowerman,Honiton,(-3.19 50.8),1918,1922,Labour Party
28,Charles William Bowerman,Honiton,(-3.19 50.8),1906,1910,Labour Party
30,Charles William Bowerman,Honiton,(-3.19 50.8),1910,1918,Labour Party
50,Calum MacDonald,Stornoway,(-6.387 58.209),1987,1992,Labour Party
51,Calum MacDonald,Stornoway,(-6.387 58.209),1992,1997,Labour Party
52,Calum MacDonald,Stornoway,(-6.387 58.209),1997,2001,Labour Party
53,Calum MacDonald,Stornoway,(-6.387 58.209),2001,2005,Labour Party
39,Caroline Ganley,Plymouth,(-4.142222222 50.371388888),1950,1951,Labour Party
38,Caroline Ganley,Plymouth,(-4.142222222 50.371388888),1945,1950,Labour Party
54,Celia Barlow,Cardiff,(-3.179166666 51.481666666),2005,2010,Labour Party
36,Charles Brown,Cromford,(-1.561 53.108),1931,1935,Labour Party
37,Charles Brown,Cromford,(-1.561 53.108),1935,1940,Labour Party
35,Charles Brown,Cromford,(-1.561 53.108),1929,1931,Labour Party
35,Charles Duncan,Middlesbrough,(-1.233333333 54.573888888),1929,1931,Labour Party
32,Charles Duncan,Middlesbrough,(-1.233333333 54.573888888),1922,1923,Labour Party
36,Charles Duncan,Middlesbrough,(-1.233333333 54.573888888),1931,1933,Labour Party
33,Charles Duncan,Middlesbrough,(-1.233333333 54.573888888),1923,1924,Labour Party
34,Charles Duncan,Middlesbrough,(-1.233333333 54.573888888),1924,1929,Labour Party
29,Charles Duncan,Middlesbrough,(-1.233333333 54.573888888),1910,1910,Labour Party
28,Charles Duncan,Middlesbrough,(-1.233333333 54.573888888),1906,1910,Labour Party
30,Charles Duncan,Middlesbrough,(-1.233333333 54.573888888),1910,1918,Labour Party
37,Charles Edwards,Gravel,(-3.195876 52.343135),1935,1945,Labour Party
36,Charles Edwards,Gravel,(-3.195876 52.343135),1931,1935,Labour Party
34,Charles Edwards,Gravel,(-3.195876 52.343135),1924,1929,Labour Party
38,Charles Edwards,Gravel,(-3.195876 52.343135),1945,1950,Labour Party
35,Charles Edwards,Gravel,(-3.195876 52.343135),1929,1931,Labour Party
32,Charles Edwards,Gravel,(-3.195876 52.343135),1922,1923,Labour Party
33,Charles Edwards,Gravel,(-3.195876 52.343135),1923,1924,Labour Party
31,Charles Edwards,Gravel,(-3.195876 52.343135),1918,1922,Labour Party
48,Charles Fletcher-Cooke,Brunei,(114.566667 4.4),1979,1983,Labour Party
47,Charles Fletcher-Cooke,Brunei,(114.566667 4.4),1974,1979,Labour Party
44,Charles Fletcher-Cooke,Brunei,(114.566667 4.4),1966,1970,Labour Party
42,Charles Fletcher-Cooke,Brunei,(114.566667 4.4),1959,1964,Labour Party
46,Charles Fletcher-Cooke,Brunei,(114.566667 4.4),1974,1974,Labour Party
45,Charles Fletcher-Cooke,Brunei,(114.566667 4.4),1970,1974,Labour Party
40,Charles Fletcher-Cooke,Brunei,(114.566667 4.4),1951,1955,Labour Party
43,Charles Fletcher-Cooke,Brunei,(114.566667 4.4),1964,1966,Labour Party
41,Charles Fletcher-Cooke,Brunei,(114.566667 4.4),1955,1959,Labour Party
28,"Henry Fowler, 1st Viscount Wolverhampton",Sunderland,(-1.380277777 54.9),1906,1908,Liberal Party
26,"Henry Fowler, 1st Viscount Wolverhampton",Sunderland,(-1.380277777 54.9),1895,1900,Liberal Party
24,"Henry Fowler, 1st Viscount Wolverhampton",Sunderland,(-1.380277777 54.9),1886,1892,Liberal Party
25,"Henry Fowler, 1st Viscount Wolverhampton",Sunderland,(-1.380277777 54.9),1892,1895,Liberal Party
27,"Henry Fowler, 1st Viscount Wolverhampton",Sunderland,(-1.380277777 54.9),1900,1906,Liberal Party
22,"Henry Fowler, 1st Viscount Wolverhampton",Sunderland,(-1.380277777 54.9),1880,1885,Liberal Party
23,"Henry Fowler, 1st Viscount Wolverhampton",Sunderland,(-1.380277777 54.9),1885,1886,Liberal Party
50,Paddy Ashdown,New Delhi,(77.208888888 28.613888888),1987,1988,Liberal Party
50,Paddy Ashdown,New Delhi,(77.208888888 28.613888888),1988,1992,Liberal Party
51,Paddy Ashdown,New Delhi,(77.208888888 28.613888888),1992,1997,Liberal Party
49,Paddy Ashdown,New Delhi,(77.208888888 28.613888888),1983,1987,Liberal Party
52,Paddy Ashdown,New Delhi,(77.208888888 28.613888888),1997,2001,Liberal Party
18,Richard Cobden,Heyshott,(-0.723919444 50.955630555),1859,1865,Liberal Party
15,Richard Cobden,Heyshott,(-0.723919444 50.955630555),1847,1852,Liberal Party
15,Richard Cobden,Heyshott,(-0.723919444 50.955630555),1847,1847,Liberal Party
16,Richard Cobden,Heyshott,(-0.723919444 50.955630555),1852,1857,Liberal Party
14,Richard Cobden,Heyshott,(-0.723919444 50.955630555),1841,1847,Liberal Party
37,"John Simon, 1st Viscount Simon",Manchester,(-2.233333333 53.466666666),1935,1940,Liberal Party
36,"John Simon, 1st Viscount Simon",Manchester,(-2.233333333 53.466666666),1931,1935,Liberal Party
34,"John Simon, 1st Viscount Simon",Manchester,(-2.233333333 53.466666666),1924,1929,Liberal Party
32,"John Simon, 1st Viscount Simon",Manchester,(-2.233333333 53.466666666),1922,1923,Liberal Party
35,"John Simon, 1st Viscount Simon",Manchester,(-2.233333333 53.466666666),1929,1931,Liberal Party
33,"John Simon, 1st Viscount Simon",Manchester,(-2.233333333 53.466666666),1923,1924,Liberal Party
28,"John Simon, 1st Viscount Simon",Manchester,(-2.233333333 53.466666666),1906,1910,Liberal Party
29,"John Simon, 1st Viscount Simon",Manchester,(-2.233333333 53.466666666),1910,1910,Liberal Party
30,"John Simon, 1st Viscount Simon",Manchester,(-2.233333333 53.466666666),1910,1918,Liberal Party
29,Hilaire Belloc,La Celle-Saint-Cloud,(2.145 48.85),1910,1910,Liberal Party
28,Hilaire Belloc,La Celle-Saint-Cloud,(2.145 48.85),1906,1910,Liberal Party
17,"George Robinson, 1st Marquess of Ripon",London,(-0.1275 51.507222222),1857,1859,Liberal Party
16,"George Robinson, 1st Marquess of Ripon",London,(-0.1275 51.507222222),1852,1853,Liberal Party
16,"George Robinson, 1st Marquess of Ripon",London,(-0.1275 51.507222222),1853,1857,Liberal Party
51,Peter Hain,Nairobi,(36.817222222 -1.286388888),1992,1997,Liberal Party
50,Peter Hain,Nairobi,(36.817222222 -1.286388888),1991,1992,Liberal Party
52,Peter Hain,Nairobi,(36.817222222 -1.286388888),1997,2001,Liberal Party
54,Peter Hain,Nairobi,(36.817222222 -1.286388888),2005,2010,Liberal Party
55,Peter Hain,Nairobi,(36.817222222 -1.286388888),2010,2015,Liberal Party
53,Peter Hain,Nairobi,(36.817222222 -1.286388888),2001,2005,Liberal Party
30,Augustine Birrell,Wavertree,(-2.9337 53.398),1910,1918,Liberal Party
29,Augustine Birrell,Wavertree,(-2.9337 53.398),1910,1910,Liberal Party
28,Augustine Birrell,Wavertree,(-2.9337 53.398),1906,1910,Liberal Party
26,Augustine Birrell,Wavertree,(-2.9337 53.398),1895,1900,Liberal Party
24,Augustine Birrell,Wavertree,(-2.9337 53.398),1889,1892,Liberal Party
25,Augustine Birrell,Wavertree,(-2.9337 53.398),1892,1895,Liberal Party
35,"Norman Birkett, 1st Baron Birkett",Ulverston,(-3.09 54.193),1929,1931,Liberal Party
33,"Norman Birkett, 1st Baron Birkett",Ulverston,(-3.09 54.193),1923,1924,Liberal Party
17,"Hugh Grosvenor, 1st Duke of Westminster",Cheshire,(-2.583333333 53.166666666),1857,1859,Liberal Party
18,"Hugh Grosvenor, 1st Duke of Westminster",Cheshire,(-2.583333333 53.166666666),1859,1865,Liberal Party
19,"Hugh Grosvenor, 1st Duke of Westminster",Cheshire,(-2.583333333 53.166666666),1865,1868,Liberal Party
20,"Hugh Grosvenor, 1st Duke of Westminster",Cheshire,(-2.583333333 53.166666666),1868,1869,Liberal Party
16,"Hugh Grosvenor, 1st Duke of Westminster",Cheshire,(-2.583333333 53.166666666),1852,1857,Liberal Party
15,"Hugh Grosvenor, 1st Duke of Westminster",Cheshire,(-2.583333333 53.166666666),1847,1852,Liberal Party
17,"John Spencer, 5th Earl Spencer",London,(-0.1275 51.507222222),1857,1857,Liberal Party
44,"John Diamond, Baron Diamond",Leeds,(-1.543611111 53.7975),1966,1970,Labour Party
39,"John Diamond, Baron Diamond",Leeds,(-1.543611111 53.7975),1950,1951,Labour Party
42,"John Diamond, Baron Diamond",Leeds,(-1.543611111 53.7975),1959,1964,Labour Party
43,"John Diamond, Baron Diamond",Leeds,(-1.543611111 53.7975),1964,1966,Labour Party
41,"John Diamond, Baron Diamond",Leeds,(-1.543611111 53.7975),1957,1959,Labour Party
38,"John Diamond, Baron Diamond",Leeds,(-1.543611111 53.7975),1945,1950,Labour Party
37,John Eric Loverseed,Downham,(0.0058 51.4257),1943,1945,Labour Party
49,John Forrester,Hanley,(-2.1729 53.0246),1983,1987,Labour Party
47,John Forrester,Hanley,(-2.1729 53.0246),1974,1979,Labour Party
44,John Forrester,Hanley,(-2.1729 53.0246),1966,1970,Labour Party
46,John Forrester,Hanley,(-2.1729 53.0246),1974,1974,Labour Party
45,John Forrester,Hanley,(-2.1729 53.0246),1970,1974,Labour Party
48,John Forrester,Hanley,(-2.1729 53.0246),1979,1983,Labour Party
50,John Fraser,London,(-0.1275 51.507222222),1987,1992,Labour Party
49,John Fraser,London,(-0.1275 51.507222222),1983,1987,Labour Party
51,John Fraser,London,(-0.1275 51.507222222),1992,1997,Labour Party
47,John Fraser,London,(-0.1275 51.507222222),1974,1979,Labour Party
44,John Fraser,London,(-0.1275 51.507222222),1966,1970,Labour Party
46,John Fraser,London,(-0.1275 51.507222222),1974,1974,Labour Party
45,John Fraser,London,(-0.1275 51.507222222),1970,1974,Labour Party
48,John Fraser,London,(-0.1275 51.507222222),1979,1983,Labour Party
50,John Garrett,Romford,(0.1801 51.5768),1987,1992,Labour Party
51,John Garrett,Romford,(0.1801 51.5768),1992,1997,Labour Party
48,John Garrett,Romford,(0.1801 51.5768),1979,1983,Labour Party
47,John Garrett,Romford,(0.1801 51.5768),1974,1979,Labour Party
46,John Garrett,Romford,(0.1801 51.5768),1974,1974,Labour Party
48,John Grant,Finsbury Park,(-0.1031 51.5683),1979,1981,Labour Party
48,John Grant,Finsbury Park,(-0.1031 51.5683),1981,1983,Labour Party
47,John Grant,Finsbury Park,(-0.1031 51.5683),1974,1979,Labour Party
46,John Grant,Finsbury Park,(-0.1031 51.5683),1974,1974,Labour Party
45,John Grant,Finsbury Park,(-0.1031 51.5683),1970,1974,Labour Party
52,John Grogan,Halifax,(-1.863 53.725),1997,2001,Labour Party
54,John Grogan,Halifax,(-1.863 53.725),2005,2010,Labour Party
53,John Grogan,Halifax,(-1.863 53.725),2001,2005,Labour Party
57,John Grogan,Halifax,(-1.863 53.725),2017,2019,Labour Party
51,John Heppell,Newcastle upon Tyne,(-1.613333333 54.977777777),1992,1997,Labour Party
52,John Heppell,Newcastle upon Tyne,(-1.613333333 54.977777777),1997,2001,Labour Party
53,John Heppell,Newcastle upon Tyne,(-1.613333333 54.977777777),2001,2005,Labour Party
54,John Heppell,Newcastle upon Tyne,(-1.613333333 54.977777777),2005,2010,Labour Party
51,John Horam,Preston,(-2.699 53.759),1992,1997,Labour Party
46,John Horam,Preston,(-2.699 53.759),1974,1974,Labour Party
48,John Horam,Preston,(-2.699 53.759),1979,1981,Labour Party
48,John Horam,Preston,(-2.699 53.759),1981,1983,Labour Party
47,John Horam,Preston,(-2.699 53.759),1974,1979,Labour Party
45,John Horam,Preston,(-2.699 53.759),1970,1974,Labour Party
54,John Horam,Preston,(-2.699 53.759),2005,2010,Labour Party
52,John Horam,Preston,(-2.699 53.759),1997,2001,Labour Party
53,John Horam,Preston,(-2.699 53.759),2001,2005,Labour Party
37,John James Davidson,Inverness,(-4.225833333 57.483888888),1935,1945,Labour Party
40,John Kinley,Liverpool,(-2.991666666 53.407222222),1951,1955,Labour Party
39,John Kinley,Liverpool,(-2.991666666 53.407222222),1950,1951,Labour Party
38,John Kinley,Liverpool,(-2.991666666 53.407222222),1945,1950,Labour Party
35,John Kinley,Liverpool,(-2.991666666 53.407222222),1929,1931,Labour Party
47,John P. Mackintosh,Shimla,(77.172222222 31.103333333),1974,1978,Labour Party
44,John P. Mackintosh,Shimla,(77.172222222 31.103333333),1966,1970,Labour Party
45,John P. Mackintosh,Shimla,(77.172222222 31.103333333),1970,1974,Labour Party
50,John Marek,London,(-0.1275 51.507222222),1987,1992,Labour Party
51,John Marek,London,(-0.1275 51.507222222),1992,1997,Labour Party
49,John Marek,London,(-0.1275 51.507222222),1983,1987,Labour Party
52,John Marek,London,(-0.1275 51.507222222),1997,2001,Labour Party
51,Tony Worthington,Hatfield,(-0.225833333 51.763611111),1992,1997,Labour Party
50,Tony Worthington,Hatfield,(-0.225833333 51.763611111),1987,1992,Labour Party
52,Tony Worthington,Hatfield,(-0.225833333 51.763611111),1997,2001,Labour Party
53,Tony Worthington,Hatfield,(-0.225833333 51.763611111),2001,2005,Labour Party
48,John McWilliam,Grangemouth,(-3.71639 56.0119),1979,1983,Labour Party
50,John McWilliam,Grangemouth,(-3.71639 56.0119),1987,1992,Labour Party
51,John McWilliam,Grangemouth,(-3.71639 56.0119),1992,1997,Labour Party
49,John McWilliam,Grangemouth,(-3.71639 56.0119),1983,1987,Labour Party
52,John McWilliam,Grangemouth,(-3.71639 56.0119),1997,2001,Labour Party
53,John McWilliam,Grangemouth,(-3.71639 56.0119),2001,2005,Labour Party
47,John Mendelson,Płock,(19.7 52.55),1974,1978,Labour Party
46,John Mendelson,Płock,(19.7 52.55),1974,1974,Labour Party
43,John Mendelson,Płock,(19.7 52.55),1964,1966,Labour Party
42,John Mendelson,Płock,(19.7 52.55),1959,1964,Labour Party
41,John Mendelson,Płock,(19.7 52.55),1959,1959,Labour Party
45,John Mendelson,Płock,(19.7 52.55),1970,1974,Labour Party
44,John Mendelson,Płock,(19.7 52.55),1966,1970,Labour Party
47,John Parker,Bristol,(-2.5975 51.453611111),1974,1979,Labour Party
46,John Parker,Bristol,(-2.5975 51.453611111),1974,1974,Labour Party
44,John Parker,Bristol,(-2.5975 51.453611111),1966,1970,Labour Party
42,John Parker,Bristol,(-2.5975 51.453611111),1959,1964,Labour Party
41,John Parker,Bristol,(-2.5975 51.453611111),1955,1959,Labour Party
48,John Parker,Bristol,(-2.5975 51.453611111),1979,1983,Labour Party
45,John Parker,Bristol,(-2.5975 51.453611111),1970,1974,Labour Party
40,John Parker,Bristol,(-2.5975 51.453611111),1951,1955,Labour Party
43,John Parker,Bristol,(-2.5975 51.453611111),1964,1966,Labour Party
39,John Parker,Bristol,(-2.5975 51.453611111),1950,1951,Labour Party
37,John Parker,Bristol,(-2.5975 51.453611111),1935,1945,Labour Party
38,John Parker,Bristol,(-2.5975 51.453611111),1945,1950,Labour Party
38,John Platts-Mills,New Zealand,(174.0 -41.2),1945,1950,Labour Party
32,John Potts,Bolton,(-2.43 53.578333333),1922,1923,Labour Party
35,John Potts,Bolton,(-2.43 53.578333333),1929,1931,Labour Party
37,John Potts,Bolton,(-2.43 53.578333333),1935,1938,Labour Party
33,John Potts,Bolton,(-2.43 53.578333333),1923,1924,Labour Party
34,John Potts,Bolton,(-2.43 53.578333333),1924,1929,Labour Party
32,John Primrose Hay,Coatbridge,(-4.026666666 55.8625),1922,1923,Labour Party
35,Jack Oldfield,London,(-0.1275 51.507222222),1929,1931,Labour Party
49,John Silkin,London,(-0.1275 51.507222222),1983,1987,Labour Party
46,John Silkin,London,(-0.1275 51.507222222),1974,1974,Labour Party
48,John Silkin,London,(-0.1275 51.507222222),1979,1983,Labour Party
55,Anas Sarwar,Glasgow,(-4.25 55.861111111),2010,2015,Labour Party
52,Bob Russell,London,(-0.1275 51.507222222),1997,2001,Labour Party
55,Bob Russell,London,(-0.1275 51.507222222),2010,2015,Labour Party
53,Bob Russell,London,(-0.1275 51.507222222),2001,2005,Labour Party
54,Bob Russell,London,(-0.1275 51.507222222),2005,2010,Labour Party
51,Joan Ruddock,Pontypool,(-3.041 51.703),1992,1997,Labour Party
50,Joan Ruddock,Pontypool,(-3.041 51.703),1987,1992,Labour Party
52,Joan Ruddock,Pontypool,(-3.041 51.703),1997,2001,Labour Party
54,Joan Ruddock,Pontypool,(-3.041 51.703),2005,2010,Labour Party
53,Joan Ruddock,Pontypool,(-3.041 51.703),2001,2005,Labour Party
55,Joan Ruddock,Pontypool,(-3.041 51.703),2010,2015,Labour Party
52,Chris Ruane,Rhyl,(-3.480188888 53.321230555),1997,2001,Labour Party
55,Chris Ruane,Rhyl,(-3.480188888 53.321230555),2010,2015,Labour Party
54,Chris Ruane,Rhyl,(-3.480188888 53.321230555),2005,2010,Labour Party
53,Chris Ruane,Rhyl,(-3.480188888 53.321230555),2001,2005,Labour Party
57,Chris Ruane,Rhyl,(-3.480188888 53.321230555),2017,2019,Labour Party
52,Frank Roy,Motherwell,(-3.995555555 55.789166666),1997,2001,Labour Party
55,Frank Roy,Motherwell,(-3.995555555 55.789166666),2010,2015,Labour Party
54,Frank Roy,Motherwell,(-3.995555555 55.789166666),2005,2010,Labour Party
53,Frank Roy,Motherwell,(-3.995555555 55.789166666),2001,2005,Labour Party
56,Steve Rotheram,Kirkby,(-2.892 53.4826),2015,2017,Labour Party
55,Steve Rotheram,Kirkby,(-2.892 53.4826),2010,2015,Labour Party
51,Geoffrey Robinson,Sheffield,(-1.470277777 53.380833333),1992,1997,Labour Party
50,Geoffrey Robinson,Sheffield,(-1.470277777 53.380833333),1987,1992,Labour Party
48,Geoffrey Robinson,Sheffield,(-1.470277777 53.380833333),1979,1983,Labour Party
49,Geoffrey Robinson,Sheffield,(-1.470277777 53.380833333),1983,1987,Labour Party
47,Geoffrey Robinson,Sheffield,(-1.470277777 53.380833333),1976,1979,Labour Party
55,Geoffrey Robinson,Sheffield,(-1.470277777 53.380833333),2010,2015,Labour Party
52,Geoffrey Robinson,Sheffield,(-1.470277777 53.380833333),1997,2001,Labour Party
54,Geoffrey Robinson,Sheffield,(-1.470277777 53.380833333),2005,2010,Labour Party
53,Geoffrey Robinson,Sheffield,(-1.470277777 53.380833333),2001,2005,Labour Party
56,Geoffrey Robinson,Sheffield,(-1.470277777 53.380833333),2015,2017,Labour Party
57,Geoffrey Robinson,Sheffield,(-1.470277777 53.380833333),2017,2019,Labour Party
52,John Robertson,Glasgow,(-4.25 55.861111111),2000,2001,Labour Party
53,John Robertson,Glasgow,(-4.25 55.861111111),2001,2005,Labour Party
54,John Robertson,Glasgow,(-4.25 55.861111111),2005,2010,Labour Party
55,John Robertson,Glasgow,(-4.25 55.861111111),2010,2015,Labour Party
54,Linda Riordan,Halifax,(-1.863 53.725),2005,2010,Labour Party
55,Linda Riordan,Halifax,(-1.863 53.725),2010,2015,Labour Party
58,Jonathan Reynolds,Houghton-le-Spring,(-1.468 54.841),2019,2024,Labour Party
55,Jonathan Reynolds,Houghton-le-Spring,(-1.468 54.841),2010,2015,Labour Party
56,Jonathan Reynolds,Houghton-le-Spring,(-1.468 54.841),2015,2017,Labour Party
57,Jonathan Reynolds,Houghton-le-Spring,(-1.468 54.841),2017,2019,Labour Party
57,Emma Reynolds,Wolverhampton,(-2.125277777 52.584166666),2017,2019,Labour Party
56,Emma Reynolds,Wolverhampton,(-2.125277777 52.584166666),2015,2017,Labour Party
55,Emma Reynolds,Wolverhampton,(-2.125277777 52.584166666),2010,2015,Labour Party
35,Cynthia Mosley,Derby,(-1.476666666 52.921666666),1929,1931,Labour Party
58,David Lammy,Whittington Hospital,(-0.1395 51.5665),2019,2024,Labour Party
52,David Lammy,Whittington Hospital,(-0.1395 51.5665),2000,2001,Labour Party
56,David Lammy,Whittington Hospital,(-0.1395 51.5665),2015,2017,Labour Party
53,David Lammy,Whittington Hospital,(-0.1395 51.5665),2001,2005,Labour Party
57,David Lammy,Whittington Hospital,(-0.1395 51.5665),2017,2019,Labour Party
54,David Lammy,Whittington Hospital,(-0.1395 51.5665),2005,2010,Labour Party
55,David Lammy,Whittington Hospital,(-0.1395 51.5665),2010,2015,Labour Party
52,Lorna Fitzsimons,Littleborough,(-2.098 53.644),1997,2001,Labour Party
53,Lorna Fitzsimons,Littleborough,(-2.098 53.644),2001,2005,Labour Party
58,Rachel Reeves,Lewisham,(-0.005369444 51.461455555),2019,2024,Labour Party
55,Rachel Reeves,Lewisham,(-0.005369444 51.461455555),2010,2015,Labour Party
56,Rachel Reeves,Lewisham,(-0.005369444 51.461455555),2015,2017,Labour Party
